title,author,date,content,denial?
New York City slashes its biggest source of carbon emissions,"
                  Irina Ivanova
              ","
Updated on:  April 18, 2019 / 7:20 PM
      / MoneyWatch
    ","¶Trump Tower, as well as other big glass-clad buildings, must stop their polluting ways, New York City lawmakers say. The City Council on Thursday passed a slate of bills aimed at cutting buildings' carbon emissions.¶The laws apply to nearly all large buildings, but they will have an outsized impact on commercial construction because such structures have the highest emissions. An analysis from ALIGN-NY, an environmental group that supports the legislation, found that just 2 percent of the city's buildings consume 45 percent of its energy. ¶""These are New York City's largest buildings, over 50,000 square feet in size, which primarily consist of a mixture of luxury apartments, commercial buildings and multi-family housing developments,"" the group said in a 2015 report. Trump Tower emits more carbon than 92 percent of city buildings, and Trump International Hotel and the Mayfair Hotel are not far behind, according to ALIGN-NY.¶More in Climate Change¶The new rules are among a package of environmental protection laws enacted Thursday, including phasing out the city's fossil-fuel burning power plants, covering some  buildings' roofs with trees or greenery and making it easier to build  wind turbines. It marks the culmination of a decade of efforts to curb building emissions in America's biggest city. The package passed overwhelmingly, with 45 lawmakers voting in favor and two against. ¶""We're  going to send a message to the rest of the world that this is  attainable. And other cities can take this legislation and implement it  elsewhere. We expect other cities to follow New York, as they always do,"" the bill's primary sponsor, Council Member Costa Constantinides, said on its passing.¶Starting in 2024, New York City buildings over 25,000 square feet (about the size  of a  six-story apartment building) will be required to curb emissions; emissions must decline by 40 percent by 2030 and by 80 percent by 2050. Less aggressive restrictions were set for hospitals,  houses of worship and rent-regulated housing. ¶Some landlords and apartment owners say that requiring energy-saving upgrades will push the city's cost of living even higher. One coop president told the New York Daily News that the bill would ""bankrupt us, and kill the middle class.""¶But supporters of the bill, including many renters, say the cost of climate change can't be compared to potential rent increases. Rachel Rivera, a 40-year-old native New Yorker, said she nearly lost her daughter during Superstorm Sandy six years ago. Rivera had put her daughter, then 6 years old, to bed in their top-floor apartment. Minutes later, the apartment's ceiling, buckling under Sandy's heavy rain, caved in. The experience turned Rivera into an activist with New York Communities for Change, one of many groups that pushed for the bills. ¶""New York City is already sinking as it is, and it's going to be worse. There will be more superstorms like Sandy that hit New York,"" Rivera said. ""My concern is if we don't get off the dirty energy, we can't continue to worry about all this other stuff, we don't have a future. Things already are expensive as it is.""¶""This legislation is the first of its kind worldwide — there is no city that has set pollution standards on existing buildings,"" said Pete Sikora, climate campaigns director for New York Communities for Change. ""And we are thrilled, because not only does it slash pollution at the scale of the climate crisis — the level of cuts needed to give humanity a fighting chance at avoiding catastrophe worldwide —  it also creates many thousands of good jobs in the process.""¶Other U.S. cities may look to emulate New York in reducing building emissions. Hundreds pledged to cut their carbon emissions at a climate summit late last year. If the dramatic cuts that scientists say are necessary are to be met, cities will need to not only make new buildings environmentally sound, but also tackle existing buildings.¶Buildings and other structures are responsible for about 40 percent of carbon production in the U.S., but in dense cities it's the chief emitter. Buildings in New York emit nearly 70 percent of its greenhouse gases, the mayor's office recently reported.¶When it comes to carbon emissions,""The biggest piece is what's the [building's] heating and cooling  equipment. A lot of times we're using older technologies that are not as  efficient,"" said Jacob Corvidae, a principal in the buildings practice at Rocky Mountain Institute, a think tank focused on sustainability.¶Improving buildings' energy efficiency could mean switching out oil or gas furnaces for heat pumps, which are powered by electricity, or putting insulation around pipes and windows, to prevent hot or cold air from leaking. Older buildings also typically benefit from a wholesale replacement of the roof or windows. The bill leaves the choice of which improvements to make up to building owners.¶Making buildings more efficient also has other positive effects, Corvidae noted. ""People say, 'We should build a lot of renewables in the city.' But if you do things like efficiency first, you don't need to spend as much on building solar panels, because you're not using as much energy,"" he said.",0
Climate change protests stop traffic in the heart of London,"
                  Haley Ott
              ","
April 15, 2019 / 1:21 PM
      / CBS News
    ","¶London – Thousands of protesters took to the streets of London Monday, blocking traffic around the city in coordinated demonstrations demanding government action on climate change. It was the second climate change protest in the capital in four days.¶""The recent science has been so shocking about what my children would face… that I feel we have to do whatever we can,"" 34-year-old Miriam, a property manager, told CBS News as she stood among a group of demonstrators blocking cars near London's Marble Arch. ""This is an emergency.""¶Activists stopped traffic in five central London locations. At the Shell oil company's London headquarters, a glass door was shattered and graffiti covered the walls. Protesters set up camp near Hyde Park, saying they were planning to stay for two weeks but would remain until their demands were met or they were forced out.¶More in Climate Change¶""I'm ready to stay as long as necessary,"" 21-year-old Illana, a student who camped out overnight, told CBS News.¶Monday's protests were organized by the group Extinction Rebellion, whose aim is ""to act on the Climate and Ecological Emergency,"" according to their website. They have three demands: That the U.K. government declares a climate emergency, that it acts to reduce greenhouse gas emissions and biodiversity loss by 2025, and that it puts together a ""citizens' assembly"" to guide the legislative agenda around the issue of climate change.¶Extinction Rebellion has emerged as one of the leading organizers of climate change action in the United Kingdom alongside the school strike movement, which has seen thousands of young people skip class to demand action on climate change. The school strikers were behind a protest last Friday.¶Climate change protesters are demonstrating around London today. Here, they are blocking a major road. #ExtinctionRebellion #climatechange @CBSNews pic.twitter.com/tfmDHJIfro¶Since the group launched in 2018, Extinction Rebellion members have blocked bridges and stripped down to their underwear in Parliament. They declared their ""international rebellion"" would begin on Monday, and protests were expected in dozens of countries around the world.¶""The movement's here now, whereas before there didn't seem to be something to join,"" Miranda, a 35-year-old primary school teacher, told CBS News. She was blocking traffic near London's Marble Arch with her husband and two young children. She said she was starting to get more involved in the fight against climate change.  ¶""Brexit, none of it's going to matter if there's a climate apocalypse,"" she said.",0
"Spring blizzard fueled by Arctic warming, climate change","
                  Jeff Berardelli
              ","
April 12, 2019 / 11:10 AM
      / CBS News
    ","¶The blizzard pummeling the Upper Midwest and Plain States has already dished out widespread thundersnow, winds gusts close to 70 mph and over 2 feet of snow in spots. On top of that, it's happening in the month of April, just three weeks after the record-breaking bomb cyclone. By any measure these storms are considered extreme, but climate change is making them even more extreme. ¶The intensity of the storm is being powered by a sharp 60-degree temperature contrast — 80s in the Southeast and 20s in the Dakotas. Strong contrasts are typical for spring as warm and moist air surges north from the Gulf of Mexico and winter cold remains stubborn. But there's an added feature heightening the contrast called ""Arctic amplification.""¶This anomaly map is off the charts. Temperatures range from 30 degrees below normal to 20 degrees above normal on either side of the system. pic.twitter.com/2i0c0x3cPC¶Over the past couple of decades, the Arctic has warmed much faster than of the mid-latitudes, especially in winter. Warming of the globe is being caused by heat trapping greenhouse gases produced by the burning of fossil fuels. In the Arctic this warming effect is enhanced by melting sea ice. Ice typically reflects sunlight, keeping the Arctic cool. But since 1970 Arctic sea ice volume has decreased by 50%. Right now, Arctic sea ice extent is at record low levels. ¶#Arctic sea ice extent continues as a record low for the date. ¶It is ~250,000 km² below the prior record low, which was set just last year. pic.twitter.com/PurnPb16Ro¶This lack of ice results in a feedback loop with more heat being absorbed. The past few weeks are a good example of that phenomenon as the Arctic, including Alaska, has experienced record-breaking heat. Warmer-than-normal air stretches from Alaska east through Canada to Greenland. That broad warming has displaced a cold pool of air southward into the U.S. mainland. Consequently, the storm moving across the nation's middle has an excess of warm-cold contrast to feed off of.¶How does climate change lead to extreme weather? Here's a clear connection. The Arctic is unusually warm now. Much is forced by climate change-Arctic Amplification. That warm wall displaces cold air south & intensifies the thermal contrast, resulting in a more extreme blizzard! pic.twitter.com/rJn7MJQIia¶In this way it is easy to see a direct link between changing climate, specifically in the Arctic, and extreme weather events elsewhere. What happens in the Arctic does not stay in the Arctic. ¶More in Climate Change¶""This is a very active area of climate change research,"" said Sean Sublette, a meteorologist at Climate Central, a non-profit focusing on climate change communication. ""There is compelling evidence linking the warming Arctic to changing jet stream patterns in middle latitudes here in the United States. These changes could lead to a slower moving jet stream, which is more susceptible to large southerly dips."" ¶When cold pockets embedded in the jet stream dip further south, they interact with air from the sub-tropics. ¶""Yesterday's cyclone advected air from the Gulf of Mexico, which was anomalously warm for the season making it more intense. A warmer Gulf is what we would expect from climate change,"" explained Dr. Andreas Prein, a climate scientist at the National Center for Atmospheric Research in Boulder, Colorado. ¶Prein says all weather events are affected by climate change because they develop in a warmer and moister climate than in the early 20th century. The degree of affect varies from event to event. But simple physics dictates that as the atmosphere warms it holds more water vapor and drops more precipitation. ¶This has been especially true in the Upper Midwest where extreme events have dumped close to 40% more precipitation since 1958. This has led to an increase in river flooding. ¶And the trend is expected to continue into the future. The 2018 U.S. federal government's National Climate Assessment projects that overall precipitation in the Upper Midwest may increase around 20% by late century, with an even greater share falling in extreme weather events.¶Image left: Trends in river flooding magnitude since 1920s. Green triangles show increases which are most prominent in the Upper Midwest. Image Right: Projected changes in winter/spring rainfall by later this century.  Image credit NCA 2014 and 2018 pic.twitter.com/X7aLU1gJfg¶Since January 1, areas of the Upper Midwest and Plains States have experienced more than two and a half times the normal precipitation. As a result, dozens of river gauges in the area are still registering major or moderate flooding. The extreme storm hitting this week is likely to make the flooding worse in the coming days.¶As climate change continues to escalate, the adverse impacts on our everyday lives will grow. Prein stresses more study is needed.  ""Climate attribution studies have to be conducted to study the exact impact of climate change on these cyclones but events like these might become more frequent and more severe in the future.""",0
"Climate change has caused an 89% decrease in new coral in the Great Barrier Reef, study finds","
                  Sophie Lewis
              ","
April 3, 2019 / 5:06 PM
      / CBS News
    ","¶Global warming has caused such extensive damage to the Great Barrier Reef that scientists say its coral may never recover. According to a study published Wednesday in the journal Nature, baby coral in Australia's Great Barrier Reef have declined by 89% due to mass bleaching in 2016 and 2017.¶The study measured the number of surviving adult corals in the Great Barrier Reef — the world's largest reef system — following extreme heat stress, as well as how many new corals it was able to replenish in 2018. Deadly back-to-back bleaching events devastated the reef, and now its ecosystem is struggling to recover. Not only have ocean heat waves led to a dramatic decrease in new coral, but also a change in the types of coral species being produced.¶Researchers studied adult and baby coral from 47 locations in various years from 1996 to 2016, then returned to the reef in 2018 to collect the same data. They found that a majority of the northern region's coral has not been able to recover following mass bleaching events, leading to a decline in new coral as well. ¶More in Climate Change¶""Dead corals don't make babies,"" the study's lead author, Professor Terry Hughes, director of the ARC Centre of Excellence for Coral Reef Studies at James Cook University, said in a press release. ¶According to the study, the biggest decline in replenishment came from the reef's dominant species of adult coral, called Acropora, which supports thousands of other species. It experienced a 93% drop compared to previous years. The change is likely to reduce the reef's overall diversity, which will make it even less resilient to future bleaching events. ""Our study shows that reef resilience is now severely compromised by global warming,"" said co-author Professor Andrew Baird.¶Scientists expect the coral may recover over the next five to ten years — but only if another mass bleaching event doesn't occur during that time. That's unlikely given the current trajectory of climate change. The researchers said southern reefs that did not suffer bleaching are still in good condition, they are not close enough to replenish the damaged reefs that are further north.¶Bleaching occurs when corals are stressed by unusual environmental changes, such as increased sea temperature. They respond by expelling the symbiotic algae living in their tissues, causing the coral to turn white. Without the algae, the coral loses its major source of food and often can't survive. Widespread coral bleaching during back-to-back summers was particularly toxic, as it did not leave enough time for the corals to fully recover. ¶The Great Barrier Reef — which stretches for more than 1,400 miles off the coast of Australia — has gone through four mass bleaching events due to above-average sea temperatures in 1998, 2002, 2016 and 2017. Time periods between future bleaching events are expected to continue to shrink as global warming intensifies. ¶""It's highly unlikely that we could escape a fifth or sixth event in the coming decade,"" said co-author Professor Morgan Pratchett. ""We used to think that the Great Barrier Reef was too big to fail – until now.""¶UNESCO — the United Nations Educational, Scientific and Cultural Organization — placed the Great Barrier Reef on its list of World Heritage sites in 1981. In recent years it has registered official ""concern"" about the reef's condition but stopped short of declaring it ""in danger.""¶ ""There's only one way to fix this problem,"" said Hughes, ""and that's to tackle the root cause of global heating by reducing net greenhouse gas emissions to zero as quickly as possible.""",0
"Coal is a financial bust, but carbon emissions keep rising","
                  Irina Ivanova
              ","
April 3, 2019 / 4:14 PM
      / MoneyWatch
    ","¶Although coal remains a potent political symbol in the U.S., as a profit-making enterprise the industry is running on fumes. Most of America's coal plants cost so much to run that they'd be cheaper to replace with renewable energy, according to a new analysis.  ¶Utility-scale wind and solar power have been competitive with coal in different parts of the world for several years. But a report out this week from Energy Innovation shows just how inefficient coal plants have become as a way of delivering power. Three-quarters of U.S. coal capacity could be replaced with solar or wind resources within 35 miles of the closed plant, the research firm found. It predicts that, by 2050, 95 percent of America's existing coal fleet will be more costly than renewables. ¶Yet while the coal industry is struggling financially -- the U.S. led the world in retiring old coal plants last year -- coal as an energy source remains the main driver of carbon emissions, which rose to a new high last year. ""As a result of higher energy consumption, CO2 emissions rose 1.7 percent last year and hit a new record,"" the International Energy Association announced this week.¶More in Climate Change¶Coal plants are particularly unprofitable in the U.S. because of the country's unique mix of energy resources. Cheap renewable technology and an abundance of natural gas, fueled by the ""fracking"" push, have driven down the cost of electricity. ¶As a result, coal plants ""are putting a lot of power in the marketplace, and the price they're getting is cheaper than the price they need to cover the costs of the coal,"" said Geoffrey Heal, a professor of economics at Columbia Business School.¶The dropping price of coal has driven eight U.S. coal companies into bankruptcy since 2015, including the three largest—Peabody Energy, Arch Coal and Cloud Peak Energy. Peabody, which is responsible for one-fifth of all U.S. coal extraction, reorganized and went public in 2017. It then saw its operating income drop the following year, even as the White House launched an aggressive pro-coal policy. Coal prices dropped further in 2018, leading Peabody to remind investors in its latest annual report that ""the vast majority of third-party analysts project that prices are likely to decline.""¶Elsewhere, the dynamics are different. In Europe and Asia, natural gas costs double or triple what it does in the U.S. Unlike oil, gas is hard to transport long distances, so regional prices can vary a lot. Many foreign coal plants are also much more efficient than their U.S. counterparts, generating up to 30 percent more power from the same amount of coal.¶""Most of the coal plants in the U.S. were built between 1950 and 1980,"" said Julio Friedmann, a senior research scholar at Columbia University's Center for Global Energy Policy. ""But the U.S. doesn't make policy in other countries. You're not going to go to China and displace a coal plant with a solar farm or a wind farm.""¶The outgrowth of those economics is that China is both the world's largest user of coal and the largest developer and user of renewable power. The country last year added four times as much solar capacity as the U.S. did, but it also restarted work on 50 gigawatts of coal capacity (That's about one-fifth of the U.S.' current coal capacity.) ¶""You can accept the good news and the bad news simultaneously,"" said Friedmann. ""It's possible to deploy a whole bunch of renewables and make a whole bunch of progress -- and still grow emissions. It's the difference between not gaining weight and losing weight.""¶Newer coal plants may be more efficient, but they're still not efficient enough. For the first time, the International Energy Agency recently analyzed the contribution of various fuels to global warming. A key finding: Carbon dioxide from burning coal is responsible for 30 percent of the average temperature increase the world has seen since the Industrial Revolution. ¶""This makes coal the single largest source of global temperature increase,"" the agency said.¶Here's another way to think of it: To keep global temperatures from rising less than 2 degrees -- a threshold scientists say is vital to forestall the most catastrophic effects of climate change -- virtually all coal plants need to be phased out quickly. And total emissions from all sources need to drop by up to one-half. ¶India, which is seeing a boom in solar installations after gorging on coal plants less than 10 years ago, illustrates the problem. The country experienced a boom in coal-plant permits about a decade ago before  rapid development of solar made many of those plans obsolete.  (One-third are currently more expensive than renewables, according to a  recent analysis.)¶Given how expensive coal plants are to build, they can take decades just to break even for their owners—even as they spew climate-changing emissions, not to mention toxic ash and other pollutants. It's harder to shut down a plant that was built just 10 years ago, even if there is a much cheaper option. ¶""It's not something where you can very lightly, in five years, say, 'This was a bad idea.' The plant life is 40 years,"" said Gregory Reed, director of the Center for Energy at the  University of Pittsburgh. ""I worry about the long-term impact from these short-term decisions.""   ",0
"""Effectively irreversible"": Canada is warming twice as fast as the rest of the world, report says","
                  Sophie Lewis
              ","
Updated on:  April 2, 2019 / 8:25 PM
      / CBS News
    ","¶Global warming is disproportionately affecting Canada. A new report by the Canadian government's Environment and Climate Change department indicates that the country is warming at a significantly faster rate than the rest of the world. ¶Canada's Changing Climate Report concludes that, on average, Canada's climate has been warming at double the rate of the world as a whole — a trend that scientists expect to continue. Since 1948, Canada's average land temperature has increased by 1.7 degrees Celsius, or about 3 degrees Fahrenheit. Temperatures in northern Canada have increased even more. For comparison, scientists at NASA's Goddard Institute for Space Studies estimate that the average global temperature has increased 1.4 degrees Fahrenheit (0.8 degrees Celsius) since 1880. ¶Many of the effects of Canada's warming are ""effectively irreversible,"" the report states. And it affirms that ""human influence"" is more to blame for the observed temperature increases than natural causes.¶More in Climate Change¶Some other key findings of the report include: ¶""Climate change is real, and Canadians across the country are feeling its impacts,"" Catherine McKenna, Minister of Environment and Climate Change, said in a press release. ""The science is clear, we need to take action now. Practical and affordable solutions to fight climate change will help Canadians face the serious risks to our health, security and economy, and will also create the jobs of tomorrow and secure a better future for our kids and grandkids.""¶The effects of global warming are also being felt by Canada's neighbor, Alaska. Last weekend, parts of Alaska hit temperatures of 30 to 40 degrees above normal, shattering previous records. ""Between a rapidly changing environment and lack of societal response, I'm very concerned,"" climate expert Rick Thoman, of NOAA's Alaska Center for Climate Assessment and Policy, told CBS News last week. ¶A recent U.N. climate report said extreme weather impacted 62 million people worldwide and forced 2 million people to relocate in 2018, and that man-made climate change is exacerbating such conditions. The past four years were the warmest on record, the report said. U.N. Secretary-General António Guterres called climate change a security and health issue for the entire world. ¶Young people are increasingly calling on government leaders to do more to combat climate change. Hundreds of thousands of students in more than 100 countries have taken part in weekly school strikes to protest what they believe are their governments' failures to take strong enough action against global warming. ¶Sixteen-year-old Swedish activist Greta Thunberg, who started the school strike movement, was recently nominated for the Nobel Peace Prize. ""I think it is amazing to see that hundreds of thousands of children from all around the world are realizing this and are making their voices heard,"" Thunberg told CBSN. ""Why should we go and study for a future that may not exist anymore?""",0
Lights around the world are turning off for Earth Hour,"
                  Sophie Lewis
              ","
Updated on:  March 30, 2019 / 1:40 PM
      / CBS News
    ","¶It may be darker than usual in your neighborhood tonight, but don't be alarmed. People around the world are participating in a movement called Earth Hour. Every year, people turn their lights off to spread awareness about sustainability and climate change. ¶This year, Earth Hour takes place on March 30 from 8:30 p.m. to 9:30 p.m. local time. Supporters can sign a pledge to decrease their environmental footprint by taking part in the blackout, and share their experience on social media using the hashtags #Connect2Earth.  ¶Earth Hour was first started by the World Wildlife Fund — the leading organization in wildlife conservation and endangered species — in 2007 in Sydney, Australia. WWF encouraged millions of people to switch their lights off for one hour to support climate change action. ¶More in Climate Change¶Since then, the movement has grown globally and is now the world's largest grassroots movement for the environment. ¶Landmarks including Big Ben in London, Egypt's Great Pyramids, Brazil's Christ the Redeemer statue, the Sydney Opera House, the Colosseum in Rome, the Eiffel Tower in Paris, Burj Khalifa in Dubai and New York City's Empire State Building have all taken part in going dark.     ¶ Tomorrow, on Saturday 30 March 8:30 p.m. local time, skylines around the world will go dark as millions of people celebrate #EarthHour to show their commitment to protecting the planet 🙂 This is our chance to switch off and speak up for nature. #Connect2Earth¶A post shared by  Earth Hour (@earthhourofficial) on Mar 28, 2019 at 7:38pm PDT¶Millions of people are expected to participate this year in more than 180 countries. WWF hopes the event will send a message to government officials that protecting the planet should be their top priority. ¶""We're the first generation to know we are destroying our planet,"" WWF said. ""And we could be the last that can do anything about it.""¶This year, climate change is at the forefront of the conversation more than ever, thanks in part to an initiative by teen climate activist Greta Thunberg, who was has been nominated for the Nobel Peace Prize. She started the Youth Climate Strike movement last September, which has since grown to include hundreds of thousands of students around the world who skip school on Fridays to urge world leaders to act on climate change. ¶The world faces an ""existential crisis, the biggest crisis humanity ever has faced, and still it has been ignored for decades by those that have known about it,"" Thunberg said during a strike on March 15. ""And you know who you are, you that have ignored this and are most guilty of this.""",0
Alaska temperatures expected to soar 40 degrees above normal this weekend,"
                  Jeff Berardelli
              ","
Updated on:  March 28, 2019 / 8:08 PM
      / CBS News
    ","¶""Startling"" is a word you don't often hear from an Alaskan meteorologist with over three decades of experience, especially in a place used to wild swings in weather. But this month's warmth in the state is out of bounds, even for Rick Thoman.¶The climate expert at NOAA's Alaska Center for Climate Assessment and Policy used the word when stating that the month of March — for Alaska as a whole — will be the 29th month since January 2013 to be ranked in the warmest ten percent since 1925.¶And it's likely to get even warmer as we round out the month. On Saturday, villages along the northern coast of Alaska, right on the Arctic Ocean, are expected to spike to 40 degrees Fahrenheit above normal.¶More in Climate Change¶""March is now so warm that not only is it certain that this will be the warmest March, but would be warm enough to be in the top 10 Aprils!"" Thoman said about the temperatures in Alaska.¶This is startling: for Alaska as a whole, March is going to be the 29th month since Jan 2013 to be ranked in the warmest ten percent since 1925. That's 39% of months. In the same period, one month, April 2013, ranks in the coldest 10%. #akwx #Arctic @Climatologist49 @IARC_Alaska pic.twitter.com/VucrVBvJT5¶At least three cities in the northern half of the state — Deadhorse, Kotzebue and Eagle — are expected to soon shatter records for the largest March departure from normal for any city in the U.S. by the end of the month, according to climatologist Brian Brettschneider.¶It should be noted that while temperatures are running 23 degrees above normal in Deadhorse, the average March temperature there is 13 below zero — so the weather is by no means warm. But for residents used to subzero temperatures, an expected high of 35 on Saturday along the northern coast of Alaska will feel balmy.¶Weather computer models show the warm streak will last at least another week, if not longer.¶Deadhorse, AK, is set to finish March about 23°F above normal for the month. The U.S. record for the most above normal March was Circle Hot Springs, AK, in March 1965 (20.9°F above the 1931-1960 normal). Kotzebue and Eagle should finish 21°F to 22°F above normal. @AlaskaWx¶The warmth is all part of a rapid, long-term trend in Alaska. In the past 50 years, the city of Barrow on the northern tip of Alaska has seen an 11-degree spike in its average yearly temperature. By comparison, the average global rise in temperature since the late 1800s has been about 2 degrees.¶According to the 2018 National Climate Assessment Alaska ""is among the fastest warming regions on Earth."" It is warming two to three times faster than the rest of the lower 48 states and faces a myriad of issues associated with a changing climate. ""The dramatic warming in recent decades is in a significant part due to the decline in sea ice and ocean warming,"" Thoman said.¶Sea ice acts as a natural refrigerator. When sunlight hits the ice, it bounces directly back into space. That keeps the Arctic cool. In the last 40 years, however, Arctic ice volume has declined by an astounding 50 percent. That exposes darker shaded ocean water, which absorbs more heat. It has become a vicious cycle, fueling a phenomenon known as Arctic Amplification.¶Late fall temperature departures (anomaly) during the last 40 years in the #Arctic. This time of year coincides with the greatest ""Arctic Amplification"" ¶[Data from ERA-Interim reanalysis in October-December] pic.twitter.com/4fOM9XNiAB¶This winter has been no exception. Ice cover on the Bering Sea, which separates Alaska from Russia, has been near or below record levels much of the winter. As a result, Alaska is on the front lines of climate change.¶Ice loss can be devastating during the stormy fall, winter and springs months. Typically, solid sea ice forms as a barrier protecting coastal communities from monster storms with wicked winds and waves. Recently that solid ice is no longer reliable and when it breaks up, waves come crashing ashore eroding the shoreline, inundating villages and damaging homes.¶Another major concern with warming is the melting of permafrost, which destabilizes the ground and damages infrastructure on top if it. The trend is expected to accelerate as the climate warms.¶An alarming model of Alaskan #permafrost. Less yellow indicates permafrost thaw. Permafrost thaw means the #greenhouse gases currently stored inside will leak into the atmosphere. The problem? Permafrost stores more #carbon than has ever been released by humans. Map by @g_fiske. pic.twitter.com/iZSbe9uoNl¶While problematic to residents, melting permafrost also poses a huge problem for the whole planet. Permafrost stores huge quantities of carbon. When melted, methane is released. Since methane is 30 times more potent as a heat trapping greenhouse gas than carbon dioxide, it traps even more heat and accelerates global warming.¶The rapid changes have Thoman worried. ""Between a rapidly changing environment and lack of societal response, I'm very concerned,"" he said.¶He's worried not just for his beloved Alaska, but also for everyone else. When asked if he had any wisdom for those further south, still waiting on the worst impacts of climate change to hit, he said, ""Some impactful changes will not be gradual: tipping points will unexpectedly be crossed and society will then have to respond repeatedly in crisis mode.""",0
"Extreme weather affected 62 million people last year, UN climate change report says","
","
March 28, 2019 / 5:26 PM
      / CBS/AP
    ","¶United Nation's Secretary-General António Guterres told world leaders to come to September's climate summit in New York City with plans to take action on climate change, as the U.N.'s weather agency released its flagship report about global warming. The report said extreme weather last year hit 62 million people worldwide and forced 2 million people to relocate, as man-made climate change worsened.¶""I'm telling leaders, don't come with a speech, come with a plan,"" Guterres said.¶Guterres said climate change is a security and health issue for the world.¶More in Climate Change¶""The impact on public health is escalating,"" Guterres said. ""The combination of extreme heat and air pollution is proving increasingly dangerous.""¶The World Meteorological Organization's annual state of global climate report says Earth is nearly 1.8 degrees Fahrenheit warmer than when the industrial age started. World leaders are trying to limit warming to 3.6 degrees.¶Emissions from burning fuels such as coal, gasoline and diesel for electricity and transportation are contributing to global warming that in turn brings more intense storms, floods and droughts.¶""We have seen a growing amount of disasters because of climate change,"" said WMO Secretary-General Petteri Taalas. He said since 1998, about 4.5 billion around the world have been hurt by extreme weather.¶Cyclone Idai, which just hit Mozambique, is a good example, but is too recent to be in the report, Taalas said.  ¶The past four years were the warmest on record, according to the report. That includes 2018, the warmest La Niña year on record, Taalas said. La Niña, a natural cooling of parts of the Pacific Ocean that changes weather worldwide, usually cools global temperature a bit.¶""Last year, in the United States alone, we saw 14 weather- and climate-related disasters where the devastation cost more than $1 billion dollars each, with a total of some $49 billion,"" Guterres said.¶The 44-page report says:¶""Carbon dioxide is the major problem here,"" Taalas said, adding that the gas stays in the air for hundreds of years. ¶Guterres called the U.N. report ""another strong wake-up call.""¶""It proves what we have been saying that climate change is moving faster than our efforts to address it,"" he said. ""It is important that we tackle climate change with much greater ambition. I am calling on [leaders] to come to the summit with concrete, realistic plans to put us on a sustainable path, once and for all.""",0
One of Earth's fastest-shrinking glaciers is growing again,"
","
Updated on:  March 28, 2019 / 11:08 AM
      / CBS/AP
    ","¶In 2015, it lost a piece of ice the size of Manhattan.  But now a major Greenland glacier that was one of the fastest shrinking ice and snow masses on Earth is growing again, a new NASA study finds. ¶Six years ago, the Jakobshavn glacier was retreating about 1.8 miles and thinning nearly 130 feet annually but it started growing again at about the same rate in the past two years, according to a study in Monday's Nature Geoscience. Study authors and outside scientists think this is temporary.¶""That was kind of a surprise. We kind of got used to a runaway system,"" said Geological Survey of Denmark and Greenland ice and climate scientist Jason Box. ""The good news is that it's a reminder that it's not necessarily going that fast. But it is going.""¶More in Climate Change¶Box, who wasn't part of the study, said Jakobshavn is ""arguably the most important Greenland glacier because it discharges the most ice in the northern hemisphere. For all of Greenland, it is king.""¶A natural cyclical cooling of North Atlantic waters likely caused the glacier to reverse course, said study lead author Ala Khazendar, a NASA glaciologist on the Oceans Melting Greenland (OMG) project. Khazendar and colleagues say this coincides with a flip of the North Atlantic Oscillation - a natural and temporary cooling and warming of parts of the ocean that is like a distant cousin to El Nino in the Pacific.¶The water in Disko Bay, where Jakobshavn hits the ocean, is about 3.6 degrees cooler (2 degrees Celsius) than a few years ago, study authors said.¶While this is ""good news"" on a temporary basis, this is bad news on the long term because it tells scientists that ocean temperature is a bigger player in glacier retreats and advances than previously thought, said NASA climate scientist Josh Willis, a study co-author.  Over the decades the water has been and will be warming from man-made climate change, he said, noting that about 90 percent of the heat trapped by greenhouse gases goes into the oceans.¶""In the long run we'll probably have to raise our predictions of sea level rise again,"" Willis said.¶Think of the ocean temperatures near Greenland like an escalator that's rising slowly from global warming, Khazendar said. But the natural North Atlantic Oscillation sometimes is like jumping down a few steps or jumping up a few steps. The water can get cooler and have effects, but in the long run it is getting warmer and the melting will be worse, he said.¶Four outside scientists said the study and results make sense.¶University of Washington ice scientist Ian Joughin, who wasn't part of the study and predicted such a change seven years ago, said it would be a ""grave mistake"" to interpret the latest data as contradicting climate change science.¶What's happening, Joughin said, is ""to a large extent, a temporary blip. Downturns do occur in the stock market, but overall the long term trajectory is up. This is really the same thing.""",0
