article,denial?
" By Elmer Beauregard Dear President Elect Trump, First off let me say congratulations on you outstanding victory. I supported and voted for you and am privileged to be a part of this historic moment. The stock market is up, Carrier and Ford are keeping their plants here, peace is breaking out across the globe and you’re not even sworn in yet. I think ISIS will be a thing of the past now that you’re in office as well. But I fear you biggest challenge still lies ahead of you and that is the threat of “Global Warming”. Like you I am a global warming skeptic and am so glad to finally have someone as President who thinks the way I do but globally the people have been brainwashed into thinking that Global Warming is the biggest threat to humanity there has ever been. People need something to fear and if you remove all other fears Global Warming will rear its ugly head and be the biggest threat once again. I already see it happening, not in real life of course, I’m talking about in the Mainstream Media, they are really ramping up the Global Warming Propaganda big time. 1. We are funding our own destruction First off you have to cut off the funding of Global Warming research. The US spends billions annually on study after study telling us how Global Warming is worse than ever and you only get the money if your study supports Global Warming. There is no funding for skeptical studies and it’s ruining science. Good article here. 2. Stop the Data Tampering As you so accurately pointed out in your New York Times interview, scientists have been caught fudging the data in Climategate and they haven’t stopped its worse than ever. You need to hire Tony Heller AKA Steve Goddard and have him look into the data and he will get rid of the tampering he’s a genius. You might need to fire the people who have been doing the tampering as well I won’t mention names. Watch Tony’s video here. 3. 99% of Scientists DON’T believe in Global Warming
 I’m sure you’ve heard it repeated over and over that 97% scientists believe in Global Warming but if there’s one thing we’ve all learned from your election that all the experts and the Mainstream Medial are usually wrong. Here is a list of  31,487 scientist who have signed a petition saying they don’t believe in Global Warming, the closest thing I could find on the other side is where 375 scientists signed this letter telling you not to pull out of the Paris Agreement. Doing the math 31,487 vs 375 means 99% of scientists DON’T believe in Global Warming, again it is the exact opposite of what you hear in the Media. 4. Hire an Actual Scientist for Science Czar
 Great job appointing Myron Ebell as EPA Transition Manager, keep picking people like that. I read an article (probably fake) that said you might appoint Ivanka as Climate Czar, I think this would be a bad idea. Don’t get me wrong, I love Ivanka but I think she, like most Millennials, believes in Global Warming. This is because that’s all they have heard their whole life and they don’t know any better, plus she is not a scientist. There are so many well qualified actual scientists you could appoint to this or other positions like Science Czar, Judith Curry, or John Cristy for instance would be great and there many more to choose from. Anyway, I think you’re doing a good job, keep it up.",1
 ,1
" By: Marc Morano – Climate Depot Climate Depot publisher Marc Morano’s statement on President Elect Donald J. Trump: Morano: “Climate sanity has been restored to the U.S. No longer do we have to hear otherwise intelligent people in charge in DC blather on about how UN treaties or EPA regulations will control the Earth’s temperature or storminess. The election of Trump tonight was one of pure enjoyment for those concerned about silly, sovereignty threatening and purely symbolic climate policies that have been imposed on the U.S. without a single vote. Skeptics also enjoyed watching the grieving faces of the mainstream media on CNN, MSNBC, NBC, ABC, CBS, as the Trump election night shock sunk in. “What they (the Democrats & warmists) are so afraid of is this: Trump is the first Republican Presidential nominee that has ever staked out a strongly science supported skeptical position not only on climate science claims, but also on the so-called ‘solutions’. (See: CLIMATE TRUTH FILE: 2016: Skeptical Talking Points from A-Z on Global Warming – Point-By-Point) Trump is right on climate science and Trump rightly scares the hell out of the warmists. Climate skeptics are ready to get down to the serious business of working with a Trump Administration to begin overhauling the U.S. climate and energy policy and battling the climate activists and their ill-gotten agenda achieved through bypassing democracy. The time for a Clexit has arrived, a U.S. exit from the UN Paris climate agreement. Trump can now move forward with his scientifically sound and coherent climate and energy policy that he laid out during the campaign. Skeptics look forward to the following Trump climate agenda: Donald Trump said on May 26, 2016: 1) Trump pledges to rip up Paris climate agreement in energy speech 2) Trump railed against “draconian climate rules” 3) Trump said he would “cancel” the Paris climate agreement – 4) and withdraw any funding for United Nations programs related to global warming. End Morano statement Read more here.",1
"  Michael Moore gave this speech as part of his new pro-Hillary movie which confused a lot of people. Why would he give a pro-Trump speech if he was trying to promote Hillary? Michael Moore went on Megyn Kelly last night to explain that the edited version ends with the words “it will feel good” but actually Moore went on to say “for a day”. I actually agree with Michael on this point it will feel good for like a day or a week and then all hell is going to break loose. It’s kind of like the Declaration of Independence, people felt great on July 4th 1776 but the war didn’t end until 7 years later. Michael went on to use Great Britain’s Brexit as an example, things haven’t been easy for them since the Brexit. The thing is nobody said this would be easy and every person voting for Trump knows that if he wins its just the beginning of the battle not the end. But if he does win at least we will have a General who is on our side.",1
" By Elmer Beauregard Obama has done it, he has fulfilled his promise to  “fundamentally transform the United States” making it part of a UN World Government by signing the Paris Climate Treaty last December without Congressional approval. In one month the US will lose its sovereignty and will have to answer to the UN when it comes to its energy use.  Now that Obama and the UN have achieved World Government with the fake threat of Global Warming I wonder if the Globe will magically start cooling off. They have fudged the data about as far as they can go to build the narrative that every year is the hottest ever. I predict they will start fudging the data the other way so they can say that World Government saved the planet. Especially with statements like this “The Paris Agreement’s credibility test starts today”, wink, wink. Reuters A sweeping global agreement to combat climate change by shifting the world economy away from fossil fuels will take force next month after passing a threshold for ratification on Wednesday with support from European nations. Support for the Paris Agreement has widened to nations representing 56.75 percent of world greenhouse gas emissions, above the 55 percent needed for implementation, a U.N. website showed. The deal will formally start in 30 days. European Union countries including Germany, France and Slovakia, which have completed domestic ratification, helped trigger the formal entry into force after a green light from the European Parliament on Tuesday. The agreement, reached in December 2015, already has support from other major emitters led by China, the United States and India. In total, 72 countries out of 195 have ratified the agreement, according to the U.N. website. Several nations hailed the rapid ratification of an agreement meant to cut global greenhouse gas emissions, mainly from burning fossil fuels, to limit floods, droughts, more powerful storms and rising ocean levels. It took eight years for the previous U.N. climate deal, the 1997 Kyoto Protocol that obliged only rich nations to cut emissions, to gain enough backing to take effect. Entry into force “demonstrates unprecedented political momentum for climate action and bodes well for us moving forward”, said Thoriq Ibrahim, Environment Minister for the Maldives and Chair of the Alliance of Small Island States. But he urged stronger action against global warming, saying “it is no exaggeration to say we are in a race against time”. The Paris Agreement will take force just before the U.S. presidential election on Nov. 8. Republican Donald Trump opposes the accord while Democrat Hillary Clinton is a strong supporter. Paul Polman, CEO of Unilever and Chairman of the World Business Council for Sustainable Development, said ratification showed that a shift to a low-carbon economy is “urgent, inevitable, and accelerating faster than we ever believed possible”. But current national pledges for cuts in emissions are insufficient to achieve a Paris goal of limiting a rise in world temperatures to “well below” two degrees Celsius (3.6 Fahrenheit) above pre-industrial times. U.N. studies project that average world temperatures are set to rise by 3 degrees (5.4 Fahrenheit) or more by 2100, based on current trends. And this year is expected to prove the warmest since records began in the 19th century, beating 2015. “The Paris Agreement’s credibility test starts today,” said Tracy Carty of the charity Oxfam, adding that governments should raise their ambitions.",1
" By Michael Bastasch, The Daily Caller
The U.S. and China will formally join the United Nations global warming agreement while President Barack Obama makes his final trip to Asia for the G20 meeting in September, sources tell the South China Morning Post. U.S. and Chinese officials said an announcement will likely be made Sept. 2, about two days before Obama meets with President Xi Jinping at the G20 summit in Hangzhou, sources told the Post. If true, Obama will have ratified a major international agreement without Senate approval. Obama clearly hopes U.S. and Chinese ratification of the deal will help it come into force earlier than anticipated, making it politically harder for a future president to undo. “There are still some uncertainties from the US side due to the complicated US system in ratifying such a treaty, but the announcement is still quite likely to be ready by Sept 2,” a source with knowledge of the announcement told the Post. Read more:",1
" By Elmer Beauregard Yesterday the Crystal Serenity AKA Stucky McBoatStuck left port from Seward Alaska and will be the first cruise ship to go through the infamous Northwest Passage reportedly thanks to Climate Change. I wish them the best of luck and sincerely hope they make it. I just think with headlines like this they are tempting fate. It reminds me of the Titanic saying it was “unsinkable” and more recently the Spirit of Mawsom who got stuck in the ice researching Global Warming in the Antarctic. Just a year ago the Ice Breaker Amundsen (named after the first explorer to successfully traverse the Northwest Passage) had to abandon its global warming research because of too much ice. Coincidentally the Amundsen will be accompanying Serenity I mean Stucky McBoatStuck through the Northwest Passage breaking any ice in its path because just the like the Titanic, Stucky would sink if it were to hit an iceberg. No need to worry though there are two helicopters on board just in case they have to evacuate and all passengers have to have $50,000 in evacuation insurance. So now a whole cruise ship full of people who believe in all of the global warming hype are putting their money where their mouths are and are attempting to do what many explorers in the past have perished trying to do. What could possibly go wrong? Just two year’s ago they found the HMS Erebus a sunken ship from the failed Franklin Expedition.  Because of the all of this I decided to give Serenity the nickname ‘Stucky McStuckBoat’ in anticipation of what’s probably going to happen about a month from now. I didn’t come up with the name it was actually @EyeASMF on Twitter in reference to ‘Boaty McBoatface’ which was the name chosen for the UK’s new ice breaker. You can see all of Stucky’s adventures on its webcam and follow its progress via this tracker. In the meantime here is a great old folk song about all the past failed attempts to go through the Northwest Passage sung by Stan Rogers. ",1
"  Summary Statement by Viv Forbes, Founding Secretary of Clexit Harmful, Costly, Unscientific Climate Treaties should be torn up A new international organization aims to prevent ratification of the costly and dangerous Paris global warming treaty which is being promoted by the EU and the present US administration.
“CLEXIT” (CLimate Exit) was inspired by the Brexit decision of the British people to withdraw from the increasingly dictatorial grasp of the EU bureaucracy. Without any publicity or serious recruiting, Clexit has attracted over 60 well-informed science, business and economic leaders from 16 countries.
The secretary of Clexit, Mr Viv Forbes from Australia, said that widespread enforcement of the Paris climate treaty would be a global tragedy. “For the EU and the rest of the Western world, ratification and enforcement of the Paris Treaty (and all the other associated decrees and Agendas) would herald the end of low-cost hydrocarbon transport and electricity, and the exit of their manufacturing, processing and refining industries to countries with low-cost energy.
“For developing countries, the Paris Treaty would deny them the benefits of reliable low-cost hydrocarbon energy, compelling them to rely on biomass heating and costly weather-dependent and unreliable power supplies, thus prolonging and increasing their dependency on international handouts. They will soon resent being told to remain forever in an energy-deprived wind/solar/wood/bicycle economy.
“Perhaps the most insidious feature of the UN climate plan is the “Green Climate Fund”. Under this scheme, selected nations (“The rich”) are marked to pour billions of dollars into a green slush fund. The funds will then be used to bribe other countries (“developing and emerging nations”) into adopting silly green energy policies.
“Naturally some smart politicians and speculators in the BRICS nations (Brazil, Russia, India, China and South Africa) and in the small island nations, understand that they can profit from the Paris Treaty by gaming the rules on things like carbon credits, or milking the green fund for “climate compensation” or “green energy technology”. This will only work for a while, and when the handouts stop, the re-adjustment to reality will be very painful.
“This UN-driven war on carbon energy has already caused massive losses and dislocation of western industry. If allowed to continue as envisaged by the Paris Treaty, this economic recession will become a world-wide depression, and all nations will suffer.
“We must stop this futile waste of community savings; cease the destruction and dislocation of human industry; stop killing rare bats and birds with wind turbine blades and solar/thermal sizzlers; stop pelletising trees and shipping them across the world to feed power stations designed to burn coal; stop converting food to motor vehicle fuel; and stop the clearing of bush and forests for biofuel cultivation and plantations.”
“Carbon dioxide does not control the climate. It is an essential plant food and more carbon dioxide will produce more plant growth and a greener globe.” Here is the pdf",1
" By Steve Milloy, Breitbart.com I have paid close attention this campaign season to what every candidate has said about environmental issues. Almost all 17 of the Republican candidates strongly opposed Obama’s war on coal, the job-killing EPA, and global warming hysteria. But Trump has exhibited something else — unusually keen insight into and visceral dislike for green extremism, especially as inflicted upon us by the Obama administration. On global warming, Trump has repeatedly stated or tweeted as follows: Read the rest of the article here.",1
" By James Delingpole, Breitbart.com Jimmy Kimmel is great. Probably the most relaxed, amiable, and funny of all the U.S. talk show hosts, not counting James Corden. But after last night he just lost a fan. No, I’m sure he doesn’t care about this either. As he made perfectly clear in a segment of his show called “Scientists aren’t ****ing with you”, anyone who disagrees with “the science” on climate change is a complete wing nut – and therefore any criticism he gets from “deniers” like me will be considered a badge of honour. Even so, if you’re going to go on TV and use your privileged late night ABC TV slot to tell millions of people about the “science” of climate change, don’t you at least owe it to your fans – especially the kids, like my daughter, who really look up to you – to make sure of your facts first? Kimmel: “The idea that she [Sarah Palin] knows more than 97 per cent of scientists – it’s dangerous and offensive.” No, Jimmy. What’s dangerous and offensive is for a prominent, influential celebrity to regurgitate proven lies as if they were facts. That 97 per cent claim has been debunked on numerous occasions. It was based on a skewed poll which involved a great deal of cherry-picking – and tells us nothing meaningful about either the current state of climate science or where scientists now stand on it. Even if it were remotely accurate (which it’s not by the way: it was a stunt cooked up for political reasons by activists), science is not a popularity contest. As Einstein supposedly said in response to a book commissioned by Hitler called ‘100 Authors Against Einstein’: “Why one hundred? If I were wrong, one would have been enough.” Read the rest of the article here.",1
" The Daily Signal Today at United Nations Headquarters in New York City, Secretary of State John Kerry and representatives of over 130 nations will sign the Framework Convention on Climate Change agreement that was negotiated in Paris last December. According to President Obama, this “historic agreement” will “hold every country accountable” if they fail to meet its carbon emission targets. The White House has also acknowledged that the agreement contains “legally binding” provisions designed to create a “long-term framework” that will force the United States and signatory countries to reduce carbon emissions for decades to come. Despite these facts, President Obama has already announced he will not submit the Paris Climate Agreement to the Senate for advice and consent. Instead, the White House claims the signature environmental achievement of the president’s tenure is just an “international agreement” not meriting Senate attention. Read the rest here.",1
" By Elmer Beauregard I had the privilege of going to D.C. to see the Premiere of Climate Hustle last week, all I can say is you must see this movie. Bring your friends, bring your enemies, bring your friend’s enemies. Especially if your friends enemies believe in Global Warming this movie will change there minds. Climate Hustle produced by CFACT not only shows that Global Warming is a hoax and a scam but what’s great about Climate Hustle it shows that Global Warming is a joke. The audience was literally laughing at video clips of Al Gore and Prince Charles talking, it was almost as though they were stand up comedians. It’s like in the story of the Emperors New Clothes when the boy points out that the Emperor is naked and the crowd starts laughing. Marc Morano is the star of the film and does a good job making us laugh as well. At one point he reenacts Al Gore’s famous elevator lift scene, sure it is a little cheesy but it totally worked in my opinion.  I think that humor is very important in a film like this, Michael Moore is an expert at it. If this movie was just charts and people talking the audience would fall asleep. Poking fun of the opposite side makes them look stupid (which isn’t hard to do) plus it makes people let down their guard and they become more open minded. Don’t get me wrong this movie is not a comedy it also has a lot of good information. Marc interviews climate scientists who used to believe in Global Warming but don’t anymore and how hard it’s been on their careers especially Judith Curry, her story is quite compelling. The movie is coming to Minnesota for one night only so make sure you don’t miss it. It will be in these theaters in Minnesota. Carmike 15 – Apple Valley Regal Cinemas AMC  Eagan 16 – Eagen Eden Prairie Mall 18 – Eden Prairie Elk River Cinema – Elk River Lakes Cinema – Hermantown, AMC Arbor Lakes 16 – Maple Grove, Oakdale Cinema – Oakdale Rosemount Cinema  – Rosemount AMC Rosedale 14 – Rosedale You can search and buy your tickets here.",1
" Riveting panel with Gov. Sarah Palin and other guests (March 31, 2016) The U.S. premiere of CFACT’s groundbreaking new documentary, Climate Hustle will take place at a Capitol Hill briefing in the historic Rayburn Office Building, including a riveting panel discussion on climate change featuring Gov. Sarah Palin and other notable guests. The invitation-only briefing and panel discussion will be held on April 14, 2016 from 4 to 6 p.m. The event comes just a week prior to the opening for signature of the U.N. Paris Agreement on climate change on Earth Day (April 22), and just a short time before Climate Hustle is seen in select U.S. cinemas for a one-night presentation by Fathom Events and SpectiCast on May 2, 2016 at 7:00 p.m. local time. With welcoming remarks by Congressman Lamar Smith (R-TX), Chairman of the House Science, Space and Technology Committee and headlined by Gov. Sarah Palin (2008 Republican Vice Presidential Candidate; 9th Governor of Alaska), the panel will be taped and shown during the national theater event. The discussion will be moderated by Brent Bozell, Founder and President of the Media Research Center, and will also include other notable experts including respected climatologist Dr. David Legates and a special video appearance by Emmy Award-winning educator Bill Nye the Science Guy. The panel will further examine some of the science, politics, and media coverage of the climate issue, and go far toward helping debunk much of the alarmism and hype exposed in the Climate Hustle film. David Rothbard, Executive Producer of the film and President of CFACT, said “We are honored to be having Climate Hustle’s U.S. premiere take place on Capitol Hill, and are excited to be bringing the film to life with a provocative discussion featuring some of the biggest names in the climate debate.” About Climate Hustle Climate Hustle presented by CFACT and CDR Communications, in partnership with Event Cinema provider SpectiCast, will be seen nationwide in a one-night engagement in select cinemas that debunks the myths and hype about man-made global warming in an informative and entertaining style. The film examines the question of whether there is a genuine scientific consensus about alleged man-made global warming and features more than 30 scientists and experts. About The Participants: Sarah Palin was elected Governor of Alaska in 2006 following work in journalism and public service as a Mayor/City Manager, and an Oil & Gas Commissioner. In 2008 she made history as the first woman nominated by the Republican Party for national office. Palin has been a successful television host & commentator, international speaker, three times New York Times best-selling author, and star of the Mark Burnett produced, “Sarah Palin’s Alaska” on TLC. She has sold more than 3.5 million books and has more than 5.8 million followers on social media. Palin is one the Smithsonian Institute’s 100 Most Influential Americans of All Time, twice listed among Time magazine’s Most Influential People in the World, Forbes 100 Most Powerful Women, NEWSMAX’s 100 most influential advocates, and twice one of Barbara Walters’ 10 Most Fascinating People. Lamar Smith is the U.S. Representative for Texas’s 21st congressional district. Under Smith’s leadership the House Science, Space and Technology Committee has held hearings that have critically examined global warming. Brent Bozell is a nationally recognized conservative writer and activist who founded the Media Research Center, CNSNews.com and ForAmerica. Bozell serves on numerous conservative boards and has a nationally syndicated column by Creator’s Syndicate. His work has appeared in publications including The Wall Street Journal, The Washington Post, The New York Post, The Los Angeles Times and National Review. David Russell Legates is a Climatologist, a Professor at the University of Delaware, and the former Delaware State Climatologist. Legates has authored or coauthored more than 75 peer-reviewed scientific studies, more than 30 book chapters, monographs, communications and reports, and has served on the editorial board of six different professional journals. He has spoken openly in opposition to the extremist view of man-made climate change claims posited by the United Nations. Climate Hustle will be shown as a one-night event on May 2, 2016 in select cinemas nationwide. For locations and tickets (available Friday, April 1, 2016) and more information visit www.ClimateHustle.com. Media Access: Because of very limited space, credentialed media who wish to attend the event should kindly request access in advance from our press contact. About CFACT and CDR Communications: Climate Hustle is a production of CFACT and CDR Communications, Inc. CFACT, the Committee For A Constructive Tomorrow, is a Washington, D.C.-based non-profit public policy organization, founded in 1985, that works to promote sensible policies on issues of environment and development. With an influential and impressive scientific advisory board, aggressive collegiate program, CFACT Europe, United Nations representation, Adopt-A-Village project, Global Social Responsibility program, and “Just the Facts” national radio commentary, CFACT continues to offer genuine positive solutions to today’s global challenges. CDR Communications, Inc. is an award-winning media production firm founded in 1984 and based in Northern Virginia. CDR has produced thousands of products over the years, one of the latest being the feature film, “For the Glory,” which is currently being distributed around the world. CDR’s professional staff works with high-end motion graphics, animation, music, and celebrity talent in order to effectively and creatively touch audiences. Read more here. P.S. I will be traveling to this event and am quite exited about it. If anybody felt so moved to help out with my travel expenses please click the donate button. Thanks.",1
" By Hans von Spakovsky,  The Daily Signal Beginning in 1478, the Spanish Inquisition systematically silenced any citizen who held views that did not align with the king’s. Using the powerful arm of the government, the grand inquisitor, Tomas de Torquemada, and his henchmen sought out all those who held religious, scientific, or moral views that conflicted with the monarch’s, punishing the “heretics” with jail sentences; property confiscation; fines; and in severe cases, torture and execution. One of the lasting results of the Spanish Inquisition was a stifling of speech, thought, and scientific debate throughout Spain. By treating one set of scientific views as absolute, infallible, and above critique, Spain silenced many brilliant individuals and stopped the development of new ideas and technological innovations. Spain became a scientific backwater. As an old adage says, those who cannot remember the past are condemned to repeat it. So we now have a new inquisition underway in America in the 21st century—something that would have seemed unimaginable not too long ago. Treating climate change as an absolute, unassailable fact, instead of what it is—an unproven, controversial scientific theory—a group of state attorneys general have announced that they will be targeting any companies that challenge the catastrophic climate change religion. Read the rest of the Article hear.",1
"  By Elmer Beauregard Obama is proposing a $10 tax on oil to do 2 things, stop the use of fossil fuels and further subsidize “clean” energy. I would tweak this slightly by putting a $10 tax only on oil imported from the middle east or any country that still beheads people. Tariffs on imports have long been used by our country as a form of revenue generation and as a way to protect domestic producers. In fact before we started the Income Tax, tariffs were the largest revenue producer. But in recent years tariffs are frowned upon and are considered “protectionist”. I never understood why wanting to protect domestic interests is a bad thing. Also America has a history of using trade sanctions and tariffs to discourage bad behavior by other countries. Remember during the 80’s how we used trade sanctions against south Africa to get rid of Apartheid? Obama’s plan of a $10 tax on all oil including domestic oil I think would be the final nail in our economic coffin. Our economy is based on cheap energy and one of the only reasons we are limping along these days is the cheap cost of energy. But oil prices this low is hurting certain parts of our economy especially oil producing state like North Dakota. The reason oil is so low is because of Middle Eastern countries like Saudi Arabia are over producing and their stated reason is to take out the competition in places like Russia and North Dakota so they can enjoy a Monopoly again. This is a from of economic warfare and is killing the global economy and should not be allowed to happen. Therefore I propose the U.S. put a tariff on oil from countries who still practice barbaric forms of punishment and treat women as possessions. This will do 2 things: It will drive the price of domestic oil back up to a more reasonable market driven price rather than an artificially low one. This will help oil producing states and drive up our economy over all. Plus, it will have a negative effect on places like Saudi Arabia who last year beheaded more people than ISIS and still stone women for being raped. Maybe they will turn from their primitive backward ways the way that South Africa did in the 80’s and join the modern world. I think people would be willing to pay more at the pump knowing that it’s helping our own country and not some ruthless Prince on the other side of the world. Plus, Obama during his last State of the Unions Speech took credit for cheap gas and says it’s one of his greatest accomplishments (even though he had nothing to do with it and ran on making fossil fuels expensive to stop global warming) so why does he want to ruin his own legacy. I know this will never happen for these reasons: 1. It assumes global warming isn’t the biggest threat to mankind and that other things are more important. 2. It actually is a good idea and makes sense. 3.  It will actually help America. 4. It will hurt Muslim countries and give them less control of the world.",1
" He gets far more energized about slashing energy use than about Islamist terrorism, even after the Paris and San Bernardino butchery. Determined for once to lead from upfront, he took a 500-person greenhouse gas-spewing entourage to the City of Light, to call for preventing increasing droughts, floods, storms, island-swallowing rising acidic ocean levels and other disasters conjured up by alarmist computer models. Legally binding carbon dioxide emission targets were too contentious to pursue. So was modifying the concept of “differentiated responsibilities.” It holds that countries that historically caused the recent atmospheric carbon dioxide build-up must lead in cutting their emissions, while helping developing countries eventually do likewise, by pouring trillions of dollars in cash and free technology into the Green Climate Fund for supposed climate change adaptation, mitigation and compensation. Developing countries had insisted on that massive wealth redistribution as their price for signing any binding document. Read the rest of the article here",1
